row_id,county_id,NAME,year,month,label_next_month
938,16,Lake,2020,2,1
939,16,Lake,2020,3,0
940,16,Lake,2020,4,0
941,16,Lake,2020,5,0
942,16,Lake,2020,6,0
943,16,Lake,2020,7,1
944,16,Lake,2020,8,1
945,16,Lake,2020,9,0
946,16,Lake,2020,10,0
989,17,Lassen,2020,1,0
990,17,Lassen,2020,2,0
991,17,Lassen,2020,3,0
992,17,Lassen,2020,4,0
993,17,Lassen,2020,6,1
994,17,Lassen,2020,7,1
995,17,Lassen,2020,8,1
996,17,Lassen,2020,9,0
997,17,Lassen,2020,10,0
998,17,Lassen,2020,11,0
1057,18,Los Angeles,2020,1,1
1058,18,Los Angeles,2020,2,1
1059,18,Los Angeles,2020,3,1
1060,18,Los Angeles,2020,4,1
1061,18,Los Angeles,2020,5,1
1062,18,Los Angeles,2020,6,1
1063,18,Los Angeles,2020,7,1
1064,18,Los Angeles,2020,8,1
1065,18,Los Angeles,2020,9,1
1066,18,Los Angeles,2020,10,1
1067,18,Los Angeles,2020,11,1
1126,19,Madera,2020,1,1
1127,19,Madera,2020,2,1
1128,19,Madera,2020,3,0
1129,19,Madera,2020,4,0
1130,19,Madera,2020,5,0
1131,19,Madera,2020,6,0
1132,19,Madera,2020,7,0
1133,19,Madera,2020,8,1
1134,19,Madera,2020,9,1
1135,19,Madera,2020,10,1
1136,19,Madera,2020,11,0
1190,20,Marin,2020,4,0
1191,20,Marin,2020,5,0
1192,20,Marin,2020,6,0
1193,20,Marin,2020,7,1
1194,20,Marin,2020,8,0
1195,20,Marin,2020,9,0
1248,21,Mariposa,2020,1,1
1249,21,Mariposa,2020,2,0
1250,21,Mariposa,2020,3,0
1251,21,Mariposa,2020,4,0
1252,21,Mariposa,2020,5,0
1253,21,Mariposa,2020,6,0
1254,21,Mariposa,2020,7,1
1255,21,Mariposa,2020,8,1
1256,21,Mariposa,2020,9,1
1257,21,Mariposa,2020,10,0
1258,21,Mariposa,2020,11,0
1310,22,Mendocino,2020,1,1
1311,22,Mendocino,2020,2,1
1312,22,Mendocino,2020,3,0
1313,22,Mendocino,2020,4,0
1314,22,Mendocino,2020,5,0
1315,22,Mendocino,2020,6,1
1316,22,Mendocino,2020,8,1
1317,22,Mendocino,2020,9,1
1318,22,Mendocino,2020,10,0
1319,22,Mendocino,2020,11,0
1378,23,Merced,2020,1,1
1379,23,Merced,2020,2,0
1380,23,Merced,2020,3,0
1381,23,Merced,2020,4,0
1382,23,Merced,2020,5,1
1383,23,Merced,2020,6,0
1384,23,Merced,2020,7,1
1385,23,Merced,2020,8,0
1386,23,Merced,2020,9,0
1387,23,Merced,2020,10,0
1388,23,Merced,2020,11,0
1441,24,Modoc,2020,2,0
1442,24,Modoc,2020,3,0
1443,24,Modoc,2020,4,0
1444,24,Modoc,2020,6,1
1445,24,Modoc,2020,7,1
1446,24,Modoc,2020,8,0
1447,24,Modoc,2020,9,0
1448,24,Modoc,2020,10,0
1449,24,Modoc,2020,11,0
1478,25,Mono,2020,1,0
1479,25,Mono,2020,2,0
1480,25,Mono,2020,3,0
1481,25,Mono,2020,5,0
1482,25,Mono,2020,6,0
1483,25,Mono,2020,7,1
1484,25,Mono,2020,8,1
1485,25,Mono,2020,9,1
1542,26,Monterey,2020,1,0
1543,26,Monterey,2020,2,0
1544,26,Monterey,2020,3,0
1545,26,Monterey,2020,4,0
1546,26,Monterey,2020,5,1
1547,26,Monterey,2020,6,1
1548,26,Monterey,2020,7,1
1549,26,Monterey,2020,8,1
1550,26,Monterey,2020,9,0
1551,26,Monterey,2020,10,0
1552,26,Monterey,2020,11,0
1591,27,Napa,2020,1,0
1592,27,Napa,2020,2,0
1593,27,Napa,2020,3,0
1594,27,Napa,2020,4,0
1595,27,Napa,2020,5,1
1596,27,Napa,2020,8,1
1597,27,Napa,2020,9,1
1598,27,Napa,2020,10,0
1599,27,Napa,2020,11,0
1643,28,Nevada,2020,1,0
1644,28,Nevada,2020,2,0
1645,28,Nevada,2020,3,0
1646,28,Nevada,2020,7,0
1647,28,Nevada,2020,8,0
1648,28,Nevada,2020,9,0
1649,28,Nevada,2020,10,0
1650,28,Nevada,2020,11,0
1709,29,Orange,2020,1,0
1710,29,Orange,2020,2,0
1711,29,Orange,2020,3,0
1712,29,Orange,2020,4,1
1713,29,Orange,2020,5,0
1714,29,Orange,2020,6,0
1715,29,Orange,2020,7,1
1716,29,Orange,2020,8,1
1717,29,Orange,2020,9,1
1718,29,Orange,2020,10,0
1719,29,Orange,2020,11,1
1769,30,Placer,2020,2,0
1770,30,Placer,2020,3,0
1771,30,Placer,2020,4,0
1772,30,Placer,2020,5,0
1773,30,Placer,2020,6,0
1774,30,Placer,2020,7,0
1775,30,Placer,2020,8,0
1776,30,Placer,2020,9,1
1777,30,Placer,2020,10,0
1778,30,Placer,2020,11,0
1827,31,Plumas,2020,1,0
1828,31,Plumas,2020,2,0
1829,31,Plumas,2020,3,0
1830,31,Plumas,2020,6,1
1831,31,Plumas,2020,8,1
1832,31,Plumas,2020,9,1
1833,31,Plumas,2020,10,0
1834,31,Plumas,2020,11,0
1893,32,Riverside,2020,1,0
1894,32,Riverside,2020,2,0
1895,32,Riverside,2020,3,0
1896,32,Riverside,2020,4,0
1897,32,Riverside,2020,5,1
1898,32,Riverside,2020,6,1
1899,32,Riverside,2020,7,1
1900,32,Riverside,2020,8,1
1901,32,Riverside,2020,9,0
1902,32,Riverside,2020,10,1
1903,32,Riverside,2020,11,1
1958,33,Sacramento,2020,1,0
1959,33,Sacramento,2020,2,0
1960,33,Sacramento,2020,3,0
1961,33,Sacramento,2020,4,0
1962,33,Sacramento,2020,5,1
1963,33,Sacramento,2020,6,0
1964,33,Sacramento,2020,7,0
1965,33,Sacramento,2020,8,0
1966,33,Sacramento,2020,9,0
1967,33,Sacramento,2020,10,0
1968,33,Sacramento,2020,11,0
1995,34,San Benito,2020,2,0
1996,34,San Benito,2020,3,0
1997,34,San Benito,2020,4,0
1998,34,San Benito,2020,5,0
1999,34,San Benito,2020,6,0
2000,34,San Benito,2020,7,0
2001,34,San Benito,2020,10,0
2002,34,San Benito,2020,11,0
2061,35,San Bernardino,2020,1,1
2062,35,San Bernardino,2020,2,1
2063,35,San Bernardino,2020,3,1
2064,35,San Bernardino,2020,4,1
2065,35,San Bernardino,2020,5,1
2066,35,San Bernardino,2020,6,1
2067,35,San Bernardino,2020,7,1
2068,35,San Bernardino,2020,8,1
2069,35,San Bernardino,2020,9,1
2070,35,San Bernardino,2020,10,1
2071,35,San Bernardino,2020,11,1
2130,36,San Diego,2020,1,0
2131,36,San Diego,2020,2,0
2132,36,San Diego,2020,3,0
2133,36,San Diego,2020,4,0
2134,36,San Diego,2020,5,1
2135,36,San Diego,2020,6,0
2136,36,San Diego,2020,7,0
2137,36,San Diego,2020,8,1
2138,36,San Diego,2020,9,0
2139,36,San Diego,2020,10,0
2140,36,San Diego,2020,11,0
2198,37,San Joaquin,2020,1,1
2199,37,San Joaquin,2020,2,1
2200,37,San Joaquin,2020,3,1
2201,37,San Joaquin,2020,4,0
2202,37,San Joaquin,2020,5,0
2203,37,San Joaquin,2020,6,0
2204,37,San Joaquin,2020,7,1
2205,37,San Joaquin,2020,8,0
2206,37,San Joaquin,2020,9,0
2207,37,San Joaquin,2020,10,1
2208,37,San Joaquin,2020,11,0
2263,38,San Luis Obispo,2020,1,0
2264,38,San Luis Obispo,2020,2,0
2265,38,San Luis Obispo,2020,3,0
2266,38,San Luis Obispo,2020,4,0
2267,38,San Luis Obispo,2020,5,1
2268,38,San Luis Obispo,2020,6,0
2269,38,San Luis Obispo,2020,7,1
2270,38,San Luis Obispo,2020,8,0
2271,38,San Luis Obispo,2020,9,1
2272,38,San Luis Obispo,2020,11,0
2291,39,San Mateo,2020,2,1
2292,39,San Mateo,2020,8,0
2293,39,San Mateo,2020,9,0
2294,39,San Mateo,2020,10,0
2346,40,Santa Barbara,2020,1,0
2347,40,Santa Barbara,2020,2,0
2348,40,Santa Barbara,2020,3,0
2349,40,Santa Barbara,2020,4,0
2350,40,Santa Barbara,2020,5,0
2351,40,Santa Barbara,2020,6,0
2352,40,Santa Barbara,2020,7,0
2353,40,Santa Barbara,2020,8,0
2354,40,Santa Barbara,2020,9,0
2355,40,Santa Barbara,2020,10,0
2414,41,Santa Clara,2020,1,0
2415,41,Santa Clara,2020,2,0
2416,41,Santa Clara,2020,3,0
2417,41,Santa Clara,2020,4,0
2418,41,Santa Clara,2020,5,0
2419,41,Santa Clara,2020,6,1
2420,41,Santa Clara,2020,7,1
2421,41,Santa Clara,2020,8,1
2422,41,Santa Clara,2020,9,0
2423,41,Santa Clara,2020,10,0
2424,41,Santa Clara,2020,11,0
2452,42,Santa Cruz,2020,2,0
2453,42,Santa Cruz,2020,4,1
2454,42,Santa Cruz,2020,8,0
2455,42,Santa Cruz,2020,9,0
2456,42,Santa Cruz,2020,10,0
2457,42,Santa Cruz,2020,11,0
2512,43,Shasta,2020,1,1
2513,43,Shasta,2020,2,1
2514,43,Shasta,2020,3,0
2515,43,Shasta,2020,4,0
2516,43,Shasta,2020,5,0
2517,43,Shasta,2020,6,0
2518,43,Shasta,2020,7,0
2519,43,Shasta,2020,8,1
2520,43,Shasta,2020,9,1
2521,43,Shasta,2020,10,1
2522,43,Shasta,2020,11,1
2546,44,Sierra,2020,1,0
2547,44,Sierra,2020,2,1
2548,44,Sierra,2020,8,0
2549,44,Sierra,2020,9,0
2606,45,Siskiyou,2020,1,1
2607,45,Siskiyou,2020,2,0
2608,45,Siskiyou,2020,3,0
2609,45,Siskiyou,2020,4,0
2610,45,Siskiyou,2020,5,0
2611,45,Siskiyou,2020,6,1
2612,45,Siskiyou,2020,7,1
2613,45,Siskiyou,2020,8,1
2614,45,Siskiyou,2020,9,1
2615,45,Siskiyou,2020,10,1
2616,45,Siskiyou,2020,11,0
2674,46,Solano,2020,1,0
2675,46,Solano,2020,2,0
2676,46,Solano,2020,3,0
2677,46,Solano,2020,4,0
2678,46,Solano,2020,5,1
2679,46,Solano,2020,6,0
2680,46,Solano,2020,7,1
2681,46,Solano,2020,8,0
2682,46,Solano,2020,9,1
2683,46,Solano,2020,10,1
2684,46,Solano,2020,11,0
2734,47,Sonoma,2020,1,0
2735,47,Sonoma,2020,2,0
2736,47,Sonoma,2020,3,0
2737,47,Sonoma,2020,4,0
2738,47,Sonoma,2020,5,0
2739,47,Sonoma,2020,6,0
2740,47,Sonoma,2020,7,1
2741,47,Sonoma,2020,8,1
2742,47,Sonoma,2020,9,0
2743,47,Sonoma,2020,10,0
2744,47,Sonoma,2020,11,0
2803,48,Stanislaus,2020,1,1
2804,48,Stanislaus,2020,2,0
2805,48,Stanislaus,2020,3,0
2806,48,Stanislaus,2020,4,0
2807,48,Stanislaus,2020,5,0
2808,48,Stanislaus,2020,6,0
2809,48,Stanislaus,2020,7,1
2810,48,Stanislaus,2020,8,0
2811,48,Stanislaus,2020,9,0
2812,48,Stanislaus,2020,10,0
2813,48,Stanislaus,2020,11,0
2870,49,Sutter,2020,1,1
2871,49,Sutter,2020,2,0
2872,49,Sutter,2020,3,0
2873,49,Sutter,2020,4,0
2874,49,Sutter,2020,5,0
2875,49,Sutter,2020,6,0
2876,49,Sutter,2020,7,0
2877,49,Sutter,2020,8,0
2878,49,Sutter,2020,9,1
2879,49,Sutter,2020,10,1
2880,49,Sutter,2020,11,1
2933,50,Tehama,2020,1,1
2934,50,Tehama,2020,2,0
2935,50,Tehama,2020,3,0
2936,50,Tehama,2020,4,0
2937,50,Tehama,2020,5,0
2938,50,Tehama,2020,6,0
2939,50,Tehama,2020,7,1
2940,50,Tehama,2020,8,1
2941,50,Tehama,2020,9,1
2942,50,Tehama,2020,10,0
2943,50,Tehama,2020,11,0
2991,51,Trinity,2020,1,0
2992,51,Trinity,2020,2,0
2993,51,Trinity,2020,3,0
2994,51,Trinity,2020,4,0
2995,51,Trinity,2020,5,1
2996,51,Trinity,2020,7,1
2997,51,Trinity,2020,8,1
2998,51,Trinity,2020,9,1
2999,51,Trinity,2020,10,1
3000,51,Trinity,2020,11,0
3059,52,Tulare,2020,1,0
3060,52,Tulare,2020,2,1
3061,52,Tulare,2020,3,1
3062,52,Tulare,2020,4,1
3063,52,Tulare,2020,5,1
3064,52,Tulare,2020,6,0
3065,52,Tulare,2020,7,1
3066,52,Tulare,2020,8,1
3067,52,Tulare,2020,9,1
3068,52,Tulare,2020,10,1
3069,52,Tulare,2020,11,1
3120,53,Tuolumne,2020,1,0
3121,53,Tuolumne,2020,2,0
3122,53,Tuolumne,2020,3,0
3123,53,Tuolumne,2020,5,0
3124,53,Tuolumne,2020,7,1
3125,53,Tuolumne,2020,8,1
3126,53,Tuolumne,2020,9,1
3127,53,Tuolumne,2020,10,0
3128,53,Tuolumne,2020,11,0
3187,54,Ventura,2020,1,0
3188,54,Ventura,2020,2,0
3189,54,Ventura,2020,3,0
3190,54,Ventura,2020,4,0
3191,54,Ventura,2020,5,0
3192,54,Ventura,2020,6,0
3193,54,Ventura,2020,7,0
3194,54,Ventura,2020,8,0
3195,54,Ventura,2020,9,0
3196,54,Ventura,2020,10,0
3197,54,Ventura,2020,11,0
3255,55,Yolo,2020,1,1
3256,55,Yolo,2020,2,0
3257,55,Yolo,2020,3,0
3258,55,Yolo,2020,4,0
3259,55,Yolo,2020,5,0
3260,55,Yolo,2020,6,0
3261,55,Yolo,2020,7,1
3262,55,Yolo,2020,8,0
3263,55,Yolo,2020,10,1
3264,55,Yolo,2020,11,0
3322,56,Yuba,2020,1,0
3323,56,Yuba,2020,2,1
3324,56,Yuba,2020,3,0
3325,56,Yuba,2020,4,0
3326,56,Yuba,2020,5,0
3327,56,Yuba,2020,6,0
3328,56,Yuba,2020,7,0
3329,56,Yuba,2020,8,1
3330,56,Yuba,2020,9,0
3331,56,Yuba,2020,10,1
3332,56,Yuba,2020,11,0
